,industry_name,state,count,med,sum_count,avg_med,sum_med
203,Financial Services,FL,59,8845.0,934,7666.0,325761.0
204,Financial Services,IL,45,8750.0,934,7666.0,325761.0
205,Financial Services,NC,41,5920.0,934,7666.0,325761.0
206,Financial Services,GA,39,7754.0,934,7666.0,325761.0
207,Financial Services,MO,37,2720.0,934,7666.0,325761.0
208,Financial Services,AZ,29,4000.0,934,7666.0,325761.0
209,Financial Services,MA,23,7916.0,934,7666.0,325761.0
210,Financial Services,NJ,22,9000.0,934,7666.0,325761.0
211,Financial Services,PA,21,7666.0,934,7666.0,325761.0
212,Financial Services,VA,20,8845.0,934,7666.0,325761.0
213,Financial Services,CO,20,5833.0,934,7666.0,325761.0
214,Financial Services,WI,17,5280.0,934,7666.0,325761.0
215,Financial Services,MD,16,7050.0,934,7666.0,325761.0
216,Financial Services,MI,15,4583.0,934,7666.0,325761.0
217,Financial Services,OH,14,5920.0,934,7666.0,325761.0
218,Financial Services,SC,13,5760.0,934,7666.0,325761.0
219,Financial Services,MN,13,5000.0,934,7666.0,325761.0
220,Financial Services,OK,12,8160.0,934,7666.0,325761.0
221,Financial Services,KS,12,2720.0,934,7666.0,325761.0
222,Financial Services,CT,11,11250.0,934,7666.0,325761.0
223,Financial Services,TN,7,7754.0,934,7666.0,325761.0
224,Financial Services,AR,7,5417.0,934,7666.0,325761.0
225,Financial Services,WV,6,12500.0,934,7666.0,325761.0
226,Financial Services,WA,6,5208.0,934,7666.0,325761.0
227,Financial Services,LA,6,30208.0,934,7666.0,325761.0
228,Financial Services,IN,6,7683.0,934,7666.0,325761.0
229,Financial Services,DE,6,7754.0,934,7666.0,325761.0
230,Financial Services,DC,6,6666.0,934,7666.0,325761.0
231,Financial Services,UT,5,6041.0,934,7666.0,325761.0
232,Financial Services,NV,5,3680.0,934,7666.0,325761.0
233,Financial Services,NE,5,5000.0,934,7666.0,325761.0
234,Financial Services,IA,5,4300.0,934,7666.0,325761.0
235,Financial Services,AL,5,12500.0,934,7666.0,325761.0
236,Financial Services,OR,4,3360.0,934,7666.0,325761.0
237,Financial Services,NH,4,8416.0,934,7666.0,325761.0
238,Financial Services,KY,3,,934,7666.0,325761.0
239,Financial Services,RI,2,9000.0,934,7666.0,325761.0
240,Financial Services,ND,1,12500.0,934,7666.0,325761.0
241,Financial Services,ME,1,,934,7666.0,325761.0
242,Financial Services,ID,1,12500.0,934,7666.0,325761.0
243,Software Development,,175,10416.0,792,10416.0,439970.0
244,Software Development,CA,105,11508.0,792,10416.0,439970.0
245,Software Development,WA,59,11650.0,792,10416.0,439970.0
246,Software Development,TX,50,11545.0,792,10416.0,439970.0
247,Software Development,NY,49,11666.0,792,10416.0,439970.0
248,Software Development,FL,30,8845.0,792,10416.0,439970.0
249,Software Development,VA,28,13387.0,792,10416.0,439970.0
250,Software Development,GA,28,8845.0,792,10416.0,439970.0
251,Software Development,MA,23,13220.0,792,10416.0,439970.0
252,Software Development,IL,21,9375.0,792,10416.0,439970.0
253,Software Development,NC,20,9779.0,792,10416.0,439970.0
254,Software Development,AZ,17,5833.0,792,10416.0,439970.0
255,Software Development,NJ,16,6666.0,792,10416.0,439970.0
