,med_salary,formatted_work_type
3950,7454,Full-time
3951,2880,Part-time
3952,10683,Full-time
3953,6458,Full-time
3954,6054,Full-time
3955,3520,Full-time
3956,2400,Full-time
3957,5120,Full-time
3958,2880,Full-time
3959,4160,Full-time
3960,3200,Full-time
3961,4960,Full-time
3962,4640,Full-time
3963,3520,Full-time
3964,4800,Full-time
3965,4320,Full-time
3966,3840,Full-time
3967,3200,Full-time
3968,10500,Full-time
3969,2880,Full-time
3970,4000,Full-time
3971,3520,Full-time
3972,8800,Contract
3973,1920,Full-time
3974,14000,Full-time
3975,5341,Full-time
3976,4800,Temporary
3977,25000,Full-time
3978,11666,Full-time
3979,2400,Full-time
3980,3840,Part-time
3981,4121,Full-time
3982,5330,Full-time
3983,3200,Full-time
3984,8196,Full-time
3985,5600,Full-time
3986,3680,Part-time
3987,10209,Full-time
3988,5833,Full-time
3989,11680,Part-time
3990,1760,Full-time
3991,10920,Full-time
3992,3653,Full-time
3993,21666,Full-time
3994,5517,Full-time
3995,4960,Internship
3996,4960,Internship
3997,25000,Full-time
3998,2400,Full-time
3999,13387,Full-time
4000,11445,Full-time
4001,3200,Full-time
4002,5920,Full-time
4003,11604,Full-time
4004,6457,Full-time
4005,6080,Temporary
4006,9736,Full-time
4007,6425,Full-time
4008,2400,Part-time
4009,11445,Full-time
4010,11445,Full-time
4011,4041,Full-time
4012,4375,Full-time
4013,5440,Full-time
4014,15208,Full-time
4015,4320,Contract
4016,2400,Full-time
4017,1920,Full-time
4018,1760,Full-time
4019,14333,Full-time
4020,27500,Full-time
4021,3680,Part-time
4022,4960,Internship
4023,4960,Internship
4024,1920,Full-time
4025,2080,Full-time
4026,2400,Full-time
4027,5000,Full-time
4028,13387,Full-time
4029,9779,Full-time
4030,11445,Full-time
4031,4320,Full-time
4032,18750,Full-time
4033,8625,Full-time
4034,4320,Contract
4035,3360,Full-time
4036,2880,Full-time
4037,16250,Full-time
4038,4833,Full-time
4039,4480,Contract
4040,10208,Full-time
4041,5083,Full-time
4042,2560,Full-time
4043,8123,Full-time
4044,3943,Full-time
4045,3386,Full-time
4046,5211,Full-time
4047,4960,Internship
4048,9779,Full-time
4049,11445,Full-time
4050,11445,Full-time
4051,11445,Full-time
4052,10416,Full-time
4053,10406,Full-time
4054,4291,Full-time
4055,4520,Full-time
4056,10020,Full-time
4057,3520,Full-time
4058,10343,Full-time
4059,5083,Full-time
4060,4282,Full-time
4061,7520,Contract
4062,83202,Full-time
4063,10833,Full-time
4064,6250,Full-time
4065,8954,Full-time
4066,12640,Full-time
4067,2400,Full-time
4068,2560,Full-time
4069,1920,Full-time
4070,5000,Full-time
4071,10880,Full-time
4072,8480,Temporary
4073,3680,Part-time
4074,8406,Full-time
4075,8608,Full-time
4076,3360,Part-time
4077,3700,Full-time
4078,3200,Full-time
4079,2400,Full-time
4080,13387,Full-time
4081,13387,Full-time
4082,13387,Full-time
4083,11445,Full-time
4084,11445,Full-time
4085,11445,Full-time
4086,11445,Full-time
4087,11445,Full-time
4088,10400,Contract
4089,4000,Full-time
4090,7041,Full-time
4091,3040,Part-time
4092,9166,Full-time
4093,10080,Temporary
4094,4800,Contract
4095,14760,Full-time
4096,7500,Full-time
4097,15502,Full-time
4098,15208,Full-time
4099,10000,Full-time
4100,7083,Full-time
4101,5416,Full-time
4102,1920,Full-time
4103,2400,Full-time
4104,1920,Full-time
4105,11445,Full-time
4106,11445,Full-time
4107,11445,Full-time
4108,11445,Full-time
4109,10020,Full-time
4110,5491,Full-time
4111,6806,Full-time
4112,2880,Full-time
4113,2720,Part-time
4114,3360,Full-time
4115,3360,Full-time
4116,8480,Contract
4117,12000,Contract
4118,16499,Full-time
4119,3520,Full-time
4120,10000,Full-time
4121,12500,Full-time
4122,7083,Full-time
4123,2080,Full-time
4124,9779,Full-time
4125,7591,Full-time
4126,9779,Full-time
4127,11445,Full-time
4128,12916,Full-time
4129,4000,Full-time
4130,10000,Full-time
4131,6250,Full-time
4132,5625,Full-time
4133,3840,Part-time
4134,6250,Full-time
4135,11041,Full-time
4136,15823,Full-time
4137,5083,Full-time
4138,35,Full-time
4139,3040,Part-time
4140,9760,Full-time
4141,9120,Full-time
4142,10833,Full-time
4143,7500,Full-time
4144,1920,Full-time
4145,13387,Full-time
4146,13387,Full-time
4147,13387,Full-time
4148,10720,Full-time
4149,9779,Full-time
4150,11445,Full-time
4151,11445,Full-time
4152,11445,Full-time
4153,6666,Full-time
4154,5491,Full-time
4155,6375,Full-time
4156,13333,Full-time
4157,13333,Full-time
4158,8333,Full-time
4159,5920,Contract
4160,4583,Full-time
4161,10000,Full-time
4162,6868,Full-time
4163,6806,Full-time
4164,4083,Full-time
4165,2720,Part-time
4166,13541,Full-time
4167,13333,Full-time
4168,3040,Full-time
4169,5440,Contract
4170,7916,Full-time
4171,7200,Contract
4172,8954,Full-time
4173,10416,Full-time
4174,11250,Full-time
4175,4593,Full-time
4176,3360,Full-time
4177,3360,Full-time
4178,8333,Full-time
4179,6666,Full-time
4180,5920,Contract
4181,4160,Contract
4182,15252,Full-time
4183,7916,Full-time
4184,8750,Full-time
4185,4960,Full-time
4186,8800,Contract
4187,4800,Full-time
4188,13176,Full-time
4189,3680,Contract
4190,4000,Full-time
4191,4960,Contract
4192,5833,Full-time
4193,9583,Full-time
4194,8541,Full-time
4195,5837,Full-time
4196,5462,Full-time
4197,2720,Full-time
4198,3840,Full-time
4199,4480,Full-time
4200,21404,Full-time
4201,4480,Full-time
4202,6041,Full-time
4203,2720,Full-time
4204,7500,Full-time
4205,4320,Full-time
4206,4160,Full-time
4207,6250,Full-time
4208,18454,Full-time
4209,12083,Full-time
4210,15250,Full-time
4211,14728,Full-time
4212,14458,Full-time
4213,23966,Full-time
4214,2400,Full-time
4215,4160,Full-time
4216,15375,Full-time
4217,9029,Full-time
4218,12291,Full-time
4219,11708,Full-time
4220,15250,Full-time
4221,15250,Full-time
4222,7000,Full-time
4223,6080,Full-time
4224,14458,Full-time
4225,5416,Full-time
4226,15250,Full-time
4227,19000,Full-time
4228,11083,Full-time
4229,9500,Full-time
4230,4583,Full-time
4231,3040,Full-time
4232,19500,Full-time
4233,14458,Full-time
4234,2240,Part-time
4235,6400,Part-time
4236,4000,Full-time
4237,10153,Full-time
4238,6250,Full-time
4239,15250,Full-time
4240,5280,Full-time
4241,5280,Full-time
4242,5280,Full-time
4243,11833,Full-time
4244,19500,Full-time
4245,19500,Full-time
4246,6168,Full-time
4247,12291,Full-time
4248,12083,Full-time
4249,15250,Full-time
4250,9104,Full-time
4251,19500,Full-time
4252,14458,Full-time
4253,17333,Full-time
4254,17333,Full-time
4255,7000,Full-time
4256,15833,Full-time
4257,4583,Full-time
4258,3360,Full-time
4259,4333,Full-time
4260,3360,Full-time
4261,5126,Full-time
4262,12291,Full-time
4263,15250,Full-time
4264,5280,Full-time
4265,4160,Full-time
4266,2240,Part-time
4267,3840,Part-time
4268,8541,Full-time
4269,3200,Full-time
4270,6233,Full-time
4271,10416,Full-time
4272,2240,Full-time
4273,2560,Full-time
4274,6179,Full-time
4275,12083,Full-time
4276,5280,Full-time
4277,4960,Full-time
4278,16333,Full-time
4279,1920,Part-time
4280,16333,Full-time
4281,17333,Full-time
4282,6080,Full-time
4283,10240,Contract
4284,19500,Full-time
4285,3040,Full-time
4286,6233,Full-time
4287,2080,Full-time
4288,3360,Full-time
4289,8625,Full-time
4290,4000,Full-time
4291,62500,Full-time
4292,8929,Full-time
4293,7975,Full-time
4294,7975,Full-time
4295,7970,Full-time
4296,6699,Contract
4297,5125,Full-time
4298,7690,Full-time
4299,4160,Full-time
4300,1600,Full-time
4301,3200,Full-time
4302,15250,Full-time
4303,5280,Full-time
4304,5280,Full-time
4305,4208,Full-time
4306,5416,Full-time
4307,17333,Full-time
4308,6638,Full-time
4309,5280,Full-time
4310,3840,Contract
4311,9120,Contract
4312,17478,Full-time
4313,17478,Full-time
4314,4333,Full-time
4315,7050,Full-time
4316,15776,Full-time
4317,13625,Full-time
4318,11158,Full-time
4319,22444,Full-time
4320,11158,Full-time
4321,11158,Full-time
4322,7970,Full-time
4323,5766,Full-time
4324,9962,Internship
4325,9962,Full-time
4326,7500,Full-time
4327,7500,Full-time
4328,5000,Full-time
4329,5812,Full-time
4330,5280,Full-time
4331,3840,Full-time
4332,7200,Full-time
4333,5760,Full-time
4334,7840,Full-time
4335,7630,Full-time
4336,5440,Full-time
4337,4960,Full-time
4338,3200,Full-time
4339,6233,Full-time
4340,5958,Full-time
4341,3200,Contract
4342,4800,Contract
4343,8532,Full-time
4344,4000,Full-time
4345,9962,Full-time
4346,16508,Full-time
4347,9962,Full-time
4348,11158,Full-time
4349,14458,Full-time
4350,6212,Full-time
4351,5958,Temporary
4352,9166,Full-time
4353,4320,Full-time
4354,10642,Full-time
4355,11520,Full-time
4356,1760,Full-time
4357,11234,Full-time
4358,7710,Full-time
4359,7083,Part-time
4360,6212,Full-time
4361,2720,Part-time
4362,11708,Full-time
4363,15625,Contract
4364,1920,Full-time
4365,3680,Full-time
4366,6699,Contract
4367,1920,Full-time
4368,3000,Full-time
4369,2560,Part-time
4370,12000,Contract
4371,2240,Part-time
4372,10240,Contract
4373,4160,Contract
4374,6495,Full-time
4375,6075,Full-time
4376,2240,Full-time
4377,2240,Full-time
4378,7975,Full-time
4379,7129,Full-time
4380,11158,Full-time
4381,11158,Full-time
4382,4960,Full-time
4383,5270,Full-time
4384,4800,Full-time
4385,4320,Full-time
4386,3525,Full-time
4387,5120,Full-time
4388,4800,Contract
4389,2240,Full-time
4390,2720,Full-time
4391,4160,Contract
4392,3680,Full-time
4393,6041,Full-time
4394,3040,Full-time
4395,6708,Full-time
4396,9564,Full-time
4397,12083,Full-time
4398,7916,Full-time
4399,17478,Full-time
4400,4333,Full-time
4401,2240,Full-time
4402,7500,Full-time
4403,6560,Full-time
4404,7291,Full-time
4405,11158,Full-time
4406,12720,Full-time
4407,4762,Full-time
4408,11520,Full-time
4409,7970,Full-time
4410,4800,Full-time
4411,10400,Full-time
4412,7500,Full-time
4413,7521,Full-time
4414,5920,Full-time
4415,4312,Full-time
4416,6699,Contract
4417,3200,Full-time
4418,6699,Contract
4419,5280,Full-time
4420,12916,Full-time
4421,7916,Full-time
4422,11234,Full-time
4423,3360,Full-time
4424,3360,Full-time
4425,3200,Full-time
4426,3840,Full-time
4427,3520,Full-time
4428,6189,Full-time
4429,5280,Full-time
4430,9166,Full-time
4431,9920,Full-time
4432,3520,Full-time
4433,3840,Full-time
4434,5760,Full-time
4435,4320,Part-time
4436,12916,Full-time
4437,3680,Full-time
4438,2560,Part-time
4439,8320,Contract
4440,15833,Full-time
4441,9583,Full-time
4442,12916,Full-time
4443,5760,Full-time
4444,19500,Full-time
4445,19500,Full-time
4446,11284,Full-time
4447,2880,Full-time
4448,9340,Full-time
4449,13625,Full-time
4450,8333,Full-time
4451,9962,Full-time
4452,12720,Full-time
4453,7129,Full-time
4454,7129,Full-time
4455,7500,Full-time
4456,7500,Full-time
4457,15213,Full-time
4458,7500,Full-time
4459,5825,Full-time
4460,4800,Full-time
4461,3360,Part-time
4462,14720,Full-time
4463,5000,Full-time
4464,11666,Full-time
4465,3360,Full-time
4466,3040,Part-time
4467,9354,Full-time
4468,3040,Part-time
4469,7396,Full-time
4470,6880,Full-time
4471,15200,Full-time
4472,4160,Full-time
4473,7710,Full-time
4474,3520,Full-time
4475,9440,Full-time
4476,2400,Part-time
4477,8111,Full-time
4478,3200,Contract
4479,4,Contract
4480,11158,Full-time
4481,11158,Full-time
4482,5991,Full-time
4483,2400,Part-time
4484,15021,Full-time
4485,3520,Full-time
4486,4000,Full-time
4487,5350,Full-time
4488,11234,Full-time
4489,11234,Full-time
4490,2240,Full-time
4491,8960,Full-time
4492,13600,Full-time
4493,4800,Full-time
4494,3840,Full-time
4495,5670,Full-time
4496,11708,Full-time
4497,3040,Full-time
4498,2400,Part-time
4499,14583,Full-time
4500,1600,Full-time
4501,2240,Part-time
4502,12500,Full-time
4503,9120,Contract
4504,12320,Full-time
4505,3840,Full-time
4506,4791,Full-time
4507,7975,Full-time
4508,3840,Full-time
4509,8160,Full-time
4510,11158,Full-time
4511,7129,Full-time
4512,9958,Full-time
4513,7975,Full-time
4514,5833,Full-time
4515,9019,Contract
4516,6875,Part-time
4517,4000,Full-time
4518,11666,Full-time
4519,4552,Full-time
4520,5000,Full-time
4521,11234,Full-time
4522,6699,Contract
4523,7250,Full-time
4524,7916,Full-time
4525,1600,Full-time
4526,9166,Full-time
4527,3840,Full-time
4528,6250,Full-time
4529,1600,Full-time
4530,6666,Full-time
4531,4583,Contract
4532,5750,Full-time
4533,3040,Contract
4534,6720,Contract
4535,16666,Full-time
4536,10080,Contract
4537,3360,Full-time
4538,3525,Full-time
4539,8506,Full-time
4540,2400,Full-time
4541,12697,Full-time
4542,12697,Full-time
4543,3200,Full-time
4544,2720,Full-time
4545,6250,Full-time
4546,8640,Full-time
4547,3916,Full-time
4548,15833,Full-time
4549,12916,Full-time
4550,8000,Full-time
4551,3040,Full-time
4552,3400,Full-time
4553,6250,Full-time
4554,9302,Full-time
4555,7381,Full-time
4556,4791,Full-time
4557,3840,Contract
4558,12697,Full-time
4559,12697,Full-time
4560,3200,Full-time
4561,7083,Part-time
4562,3520,Full-time
4563,2560,Full-time
4564,11666,Full-time
4565,3520,Part-time
4566,8640,Full-time
4567,6720,Contract
4568,1920,Part-time
4569,8854,Full-time
4570,8320,Contract
4571,12916,Full-time
4572,2880,Contract
4573,2240,Part-time
4574,8333,Full-time
4575,4640,Contract
4576,4000,Part-time
4577,11840,Full-time
4578,16041,Full-time
4579,5920,Contract
4580,24583,Full-time
4581,4166,Full-time
4582,7083,Full-time
4583,8958,Full-time
4584,11200,Contract
4585,10208,Full-time
4586,6250,Full-time
4587,6720,Contract
4588,8875,Full-time
4589,6041,Full-time
4590,8160,Contract
4591,10833,Full-time
4592,7360,Full-time
4593,9487,Full-time
4594,10833,Full-time
4595,9166,Full-time
4596,9920,Contract
4597,6880,Contract
4598,6880,Full-time
4599,8458,Full-time
4600,7520,Contract
4601,7520,Contract
4602,5500,Full-time
4603,9600,Contract
4604,6400,Contract
4605,8160,Contract
4606,12604,Full-time
4607,12604,Full-time
4608,4583,Full-time
4609,9791,Full-time
4610,10880,Contract
4611,3040,Full-time
4612,12604,Full-time
4613,4375,Full-time
4614,4475,Full-time
4615,9166,Full-time
4616,6666,Full-time
4617,30208,Full-time
4618,9920,Contract
4619,3541,Full-time
4620,10720,Contract
4621,14240,Contract
4622,7083,Contract
4623,3040,Contract
4624,5600,Full-time
4625,10416,Full-time
4626,4791,Full-time
4627,2560,Full-time
4628,6208,Full-time
4629,3040,Full-time
4630,4000,Full-time
4631,4800,Contract
4632,2560,Full-time
4633,3360,Full-time
4634,6875,Full-time
4635,9500,Full-time
4636,4791,Full-time
4637,4960,Full-time
4638,5000,Full-time
4639,8320,Contract
4640,3680,Full-time
4641,3680,Full-time
4642,3040,Full-time
4643,10720,Contract
4644,12083,Full-time
4645,4000,Full-time
4646,10824,Full-time
4647,4000,Full-time
4648,7916,Full-time
4649,12604,Full-time
4650,3520,Full-time
4651,4708,Full-time
4652,8750,Full-time
4653,3680,Full-time
4654,4000,Full-time
4655,10416,Full-time
4656,4320,Full-time
4657,13541,Full-time
4658,7500,Contract
4659,3840,Temporary
4660,3840,Full-time
4661,6666,Full-time
4662,3040,Full-time
4663,7312,Full-time
4664,2400,Part-time
4665,2400,Part-time
4666,7625,Full-time
4667,3520,Full-time
4668,4160,Full-time
4669,2720,Full-time
4670,3040,Full-time
4671,3281,Full-time
4672,12083,Full-time
4673,8640,Full-time
4674,3166,Full-time
4675,2236,Full-time
4676,13333,Full-time
4677,7500,Full-time
4678,4000,Contract
4679,12291,Full-time
4680,2400,Full-time
4681,3840,Full-time
4682,3840,Full-time
4683,3680,Full-time
4684,11041,Full-time
4685,7916,Full-time
4686,5280,Contract
4687,2720,Full-time
4688,2880,Full-time
4689,6599,Full-time
4690,3562,Full-time
4691,12083,Full-time
4692,12083,Full-time
4693,12083,Full-time
4694,12083,Full-time
4695,2560,Full-time
4696,23250,Full-time
4697,2560,Part-time
4698,5683,Full-time
4699,2240,Part-time
4700,2400,Part-time
4701,2720,Part-time
4702,2400,Full-time
4703,2880,Full-time
4704,5208,Full-time
4705,12333,Full-time
4706,3040,Part-time
4707,2400,Full-time
4708,3360,Full-time
4709,6716,Full-time
4710,4000,Full-time
4711,6416,Full-time
4712,2400,Full-time
4713,3516,Full-time
4714,2400,Full-time
4715,5208,Full-time
4716,4025,Full-time
4717,8160,Full-time
4718,8142,Full-time
4719,9166,Full-time
4720,3958,Full-time
4721,3200,Part-time
4722,3360,Full-time
4723,5120,Full-time
4724,2560,Full-time
4725,2400,Full-time
4726,2400,Full-time
4727,8416,Full-time
4728,13250,Full-time
4729,9558,Full-time
4730,8845,Full-time
4731,14362,Full-time
4732,4480,Part-time
4733,10708,Full-time
4734,6622,Full-time
4735,2400,Full-time
4736,2400,Full-time
4737,2400,Full-time
4738,2560,Full-time
4739,8093,Full-time
4740,8416,Full-time
4741,3520,Full-time
4742,2880,Full-time
4743,3360,Full-time
4744,2400,Part-time
4745,3530,Full-time
4746,2400,Part-time
4747,2560,Full-time
4748,2400,Full-time
4749,4560,Temporary
4750,10356,Full-time
4751,8160,Full-time
4752,2400,Full-time
4753,2400,Full-time
4754,13583,Full-time
4755,5440,Full-time
4756,3520,Full-time
4757,4160,Full-time
4758,6400,Full-time
4759,2400,Full-time
4760,18362,Full-time
4761,18362,Full-time
4762,8845,Full-time
4763,8845,Full-time
4764,8845,Full-time
4765,8845,Full-time
4766,8333,Full-time
4767,8845,Full-time
4768,2720,Full-time
4769,3840,Full-time
4770,9583,Full-time
4771,2400,Full-time
4772,9755,Full-time
4773,4586,Full-time
4774,5920,Full-time
4775,9218,Full-time
4776,6856,Full-time
4777,4000,Full-time
4778,9708,Full-time
4779,7695,Full-time
4780,9445,Full-time
4781,2880,Full-time
4782,11775,Full-time
4783,8333,Part-time
4784,1754,Part-time
4785,23750,Full-time
4786,9291,Full-time
4787,11287,Full-time
4788,2400,Full-time
4789,6375,Full-time
4790,9000,Full-time
4791,4833,Full-time
4792,9920,Part-time
4793,18362,Full-time
4794,18362,Full-time
4795,8845,Full-time
4796,20000,Full-time
4797,8480,Full-time
4798,4583,Full-time
4799,11633,Full-time
4800,12500,Full-time
4801,16666,Full-time
4802,9166,Full-time
4803,15208,Full-time
4804,14583,Full-time
4805,11743,Full-time
4806,16708,Full-time
4807,7695,Full-time
4808,8837,Full-time
4809,18362,Full-time
4810,7066,Full-time
4811,7066,Full-time
4812,9920,Contract
4813,16666,Full-time
4814,11757,Full-time
4815,4583,Full-time
4816,2400,Full-time
4817,2400,Full-time
4818,17616,Full-time
4819,17616,Full-time
4820,3200,Full-time
4821,6250,Full-time
4822,17127,Full-time
4823,7066,Full-time
4824,16791,Full-time
4825,4000,Full-time
4826,13500,Full-time
4827,14583,Full-time
4828,5833,Full-time
4829,4160,Full-time
4830,8416,Full-time
4831,9000,Full-time
4832,7708,Full-time
4833,18362,Full-time
4834,8333,Full-time
4835,8333,Full-time
4836,14750,Full-time
4837,13232,Full-time
4838,15791,Full-time
4839,15484,Full-time
4840,7334,Contract
4841,9416,Full-time
4842,20416,Full-time
4843,13458,Full-time
4844,2880,Full-time
4845,2500,Part-time
4846,4320,Full-time
4847,5280,Full-time
4848,9760,Full-time
4849,6671,Full-time
4850,5012,Full-time
4851,3840,Full-time
4852,2720,Full-time
4853,2720,Full-time
4854,11724,Full-time
4855,4480,Full-time
4856,3040,Full-time
4857,4640,Full-time
4858,3840,Full-time
4859,8333,Full-time
4860,50000,Full-time
4861,7654,Full-time
4862,2720,Full-time
4863,7309,Full-time
4864,3360,Full-time
4865,6250,Full-time
4866,8333,Full-time
4867,3840,Full-time
4868,3360,Full-time
4869,3520,Full-time
4870,6240,Full-time
4871,15484,Full-time
4872,15208,Full-time
4873,3680,Full-time
4874,4000,Full-time
4875,12800,Full-time
4876,7654,Full-time
4877,7654,Full-time
4878,11779,Full-time
4879,16583,Full-time
4880,4160,Full-time
4881,9625,Full-time
4882,15625,Full-time
4883,16666,Full-time
4884,15484,Full-time
4885,3680,Full-time
4886,3520,Full-time
4887,7916,Full-time
4888,3645,Full-time
4889,10000,Full-time
4890,4458,Full-time
4891,17298,Full-time
4892,3520,Full-time
4893,7654,Full-time
4894,7654,Full-time
4895,7654,Full-time
4896,7654,Full-time
4897,2400,Full-time
4898,3360,Full-time
4899,2400,Full-time
4900,18857,Full-time
4901,15958,Full-time
4902,7000,Full-time
4903,7954,Full-time
4904,4000,Full-time
4905,9720,Internship
4906,9464,Full-time
4907,2720,Full-time
4908,2560,Full-time
4909,35416,Full-time
4910,8903,Part-time
4911,8640,Full-time
4912,7129,Full-time
4913,4160,Full-time
4914,3520,Part-time
4915,7654,Full-time
4916,7654,Full-time
4917,26458,Full-time
4918,11520,Full-time
4919,3680,Full-time
4920,2720,Full-time
4921,3040,Full-time
4922,15958,Full-time
4923,4000,Full-time
4924,4000,Full-time
4925,7916,Full-time
4926,9760,Full-time
4927,4000,Full-time
4928,3200,Full-time
4929,7654,Full-time
4930,2560,Part-time
4931,7791,Full-time
4932,11030,Part-time
4933,2400,Full-time
4934,3200,Full-time
4935,12083,Full-time
4936,10708,Full-time
4937,7040,Full-time
4938,3541,Full-time
4939,15958,Full-time
4940,4541,Full-time
4941,13625,Full-time
4942,13625,Full-time
4943,8903,Part-time
4944,4000,Full-time
4945,6720,Part-time
4946,7040,Full-time
4947,14583,Full-time
4948,3840,Full-time
4949,13416,Full-time
4950,19458,Full-time
4951,9105,Full-time
4952,3040,Full-time
4953,15958,Full-time
4954,9583,Full-time
4955,7040,Full-time
4956,10405,Full-time
4957,9589,Full-time
4958,6560,Full-time
4959,7040,Full-time
4960,14508,Full-time
4961,4000,Part-time
4962,14583,Full-time
4963,12833,Full-time
4964,5178,Full-time
4965,15833,Full-time
4966,14583,Full-time
4967,14241,Full-time
4968,6241,Full-time
4969,14583,Full-time
4970,14583,Full-time
4971,9583,Full-time
4972,4582,Full-time
4973,6880,Full-time
4974,11234,Full-time
4975,1760,Full-time
4976,6241,Full-time
4977,8958,Full-time
4978,3040,Full-time
4979,6431,Full-time
4980,5249,Full-time
4981,3360,Full-time
4982,3680,Full-time
4983,3360,Full-time
4984,3520,Full-time
4985,2400,Full-time
4986,6241,Full-time
4987,6431,Full-time
4988,4480,Full-time
4989,1920,Temporary
4990,3360,Full-time
4991,3200,Full-time
4992,2880,Full-time
4993,4160,Full-time
4994,9159,Full-time
4995,4960,Full-time
4996,4800,Full-time
4997,8954,Full-time
4998,14583,Full-time
4999,6080,Full-time
5000,3680,Full-time
5001,7200,Part-time
5002,7708,Full-time
5003,15379,Full-time
5004,3360,Full-time
5005,3360,Full-time
5006,2240,Part-time
5007,4160,Full-time
5008,3770,Full-time
5009,3360,Full-time
5010,14583,Full-time
5011,3200,Full-time
5012,10833,Full-time
5013,7200,Part-time
5014,5416,Full-time
5015,3040,Full-time
5016,3040,Full-time
5017,6041,Full-time
5018,11458,Full-time
5019,2880,Full-time
5020,3360,Full-time
5021,4166,Full-time
5022,5833,Full-time
5023,6250,Full-time
5024,4166,Full-time
5025,2880,Part-time
5026,6875,Full-time
5027,6458,Full-time
5028,5000,Full-time
5029,2720,Full-time
5030,2720,Full-time
5031,16506,Full-time
5032,1760,Full-time
5033,12050,Full-time
5034,13229,Full-time
5035,2080,Full-time
5036,7416,Full-time
5037,12708,Full-time
5038,4960,Full-time
5039,5600,Full-time
5040,5600,Full-time
5041,5600,Full-time
5042,5600,Full-time
5043,5600,Full-time
5044,12500,Full-time
5045,4160,Full-time
5046,4960,Full-time
5047,5600,Full-time
5048,5600,Full-time
5049,15337,Full-time
5050,3360,Full-time
5051,3360,Full-time
5052,5600,Full-time
5053,12500,Full-time
5054,7235,Full-time
5055,5600,Full-time
5056,5600,Full-time
5057,5600,Full-time
5058,5760,Full-time
5059,2080,Full-time
5060,2080,Part-time
5061,5600,Full-time
5062,15866,Full-time
5063,2720,Part-time
5064,12500,Full-time
5065,5600,Full-time
5066,5600,Full-time
5067,5600,Full-time
5068,12500,Full-time
5069,12500,Full-time
5070,12500,Full-time
5071,10833,Full-time
5072,5600,Full-time
5073,4320,Full-time
5074,5600,Full-time
5075,6916,Full-time
5076,12500,Full-time
5077,12500,Full-time
5078,7062,Full-time
5079,6916,Contract
5080,12500,Full-time
5081,12500,Full-time
5082,5600,Full-time
5083,5600,Full-time
5084,12500,Full-time
5085,3840,Internship
5086,12500,Full-time
5087,8704,Full-time
5088,5600,Full-time
5089,16691,Full-time
5090,27420,Full-time
5091,3520,Full-time
5092,3146,Full-time
5093,4800,Full-time
5094,9375,Full-time
5095,26687,Full-time
5096,12895,Full-time
5097,5600,Full-time
5098,3840,Full-time
5099,12500,Full-time
5100,12500,Full-time
5101,16691,Full-time
5102,12000,Contract
5103,26687,Full-time
5104,18079,Full-time
5105,12500,Full-time
5106,12500,Full-time
5107,22654,Full-time
5108,14108,Full-time
5109,3200,Full-time
5110,3958,Part-time
5111,5120,Full-time
5112,6041,Full-time
5113,7083,Full-time
5114,2240,Full-time
5115,3680,Part-time
5116,5920,Other
5117,3040,Part-time
5118,8333,Full-time
5119,6250,Full-time
5120,7083,Full-time
5121,3200,Part-time
5122,5920,Contract
5123,10625,Full-time
5124,15625,Full-time
5125,9979,Full-time
5126,7020,Full-time
5127,3958,Full-time
5128,5833,Full-time
5129,3040,Full-time
5130,8000,Full-time
5131,10416,Full-time
5132,2551,Full-time
5133,3793,Full-time
5134,8000,Full-time
5135,7989,Full-time
5136,2720,Full-time
5137,3360,Full-time
5138,2720,Part-time
5139,5623,Full-time
5140,8676,Full-time
5141,1600,Part-time
5142,15125,Full-time
5143,16291,Full-time
5144,6041,Full-time
5145,3040,Full-time
5146,2880,Full-time
5147,2778,Full-time
5148,1760,Part-time
5149,6500,Full-time
5150,3928,Full-time
5151,8000,Full-time
5152,12916,Full-time
5153,16291,Full-time
5154,5120,Full-time
5155,2240,Part-time
5156,10416,Full-time
5157,2400,Full-time
5158,2240,Full-time
5159,2080,Part-time
5160,4122,Full-time
5161,12083,Full-time
5162,3200,Full-time
5163,7083,Full-time
5164,2880,Full-time
5165,8500,Other
5166,2880,Contract
5167,3200,Full-time
5168,3200,Full-time
5169,3520,Full-time
5170,10000,Full-time
5171,6041,Full-time
5172,4320,Full-time
5173,4160,Full-time
5174,6083,Full-time
5175,3520,Full-time
5176,3333,Full-time
5177,4583,Full-time
5178,6666,Full-time
5179,7083,Full-time
5180,10833,Full-time
5181,4233,Full-time
5182,3520,Contract
5183,25308,Full-time
5184,4640,Full-time
5185,6666,Full-time
5186,16765,Full-time
5187,7040,Full-time
5188,4166,Contract
5189,4960,Temporary
5190,3750,Full-time
5191,10000,Full-time
5192,11391,Full-time
5193,9583,Full-time
5194,3840,Contract
5195,4791,Full-time
5196,2560,Full-time
5197,16765,Full-time
5198,16765,Full-time
5199,16765,Full-time
5200,16765,Full-time
5201,12500,Full-time
5202,1,Full-time
5203,16765,Full-time
5204,5833,Full-time
5205,9710,Full-time
5206,4320,Full-time
5207,12000,Contract
5208,7840,Contract
5209,12083,Full-time
5210,3040,Full-time
5211,7916,Full-time
5212,6541,Full-time
5213,16765,Full-time
5214,12500,Full-time
5215,5920,Contract
5216,16765,Full-time
5217,7040,Contract
5218,7500,Full-time
5219,11075,Full-time
5220,1,Contract
5221,7708,Full-time
5222,4000,Full-time
5223,5693,Full-time
5224,16666,Full-time
5225,4480,Full-time
5226,16765,Full-time
5227,25308,Full-time
5228,16765,Full-time
5229,16765,Full-time
